text,created_at
All of us here today are united by the same timeless values. We believe that our liberty is a gift from our creator and that no Government can ever take it away. We believe in the rule of law - and we support the men and women of law enforcement. We have pride in our history... https://t.co/eONj1Y8oju,05-04-2018 20:37:47
JUST OUT: 3.9% Unemployment. 4% is Broken! In the meantime WITCH HUNT!,05-04-2018 13:27:50
Going to Dallas (the GREAT State of Texas) today. Leaving soon!,05-04-2018 10:57:26
NBC NEWS is wrong again! They cite “sources” which are constantly wrong. Problem is like so many others the sources probably don’t exist they are fabricated fiction! NBC my former home with the Apprentice is now as bad as Fake News CNN. Sad!,05-04-2018 10:45:31
Andy McCarthy will be on  @LouDobbs tonight. 7:00 P.M.  @FoxBusiness.,05-04-2018 10:37:48
Because Jobs in the U.S. are doing so well Americans receiving unemployment aid is the lowest since 1973. Great!,05-04-2018 10:28:58
Our Southern Border is under siege. Congress must act now to change our weak and ineffective immigration laws. Must build a Wall. Mexico which has a massive crime problem is doing little to help!,05-04-2018 10:22:31
#NationalDayOfPrayer https://t.co/nFUc3uyQL8,05-03-2018 18:20:41
This spring marks 4yrs since the Phoenix VA crisis. We won't forget what happened to our GREAT VETS. Choice is vital but the program needs work  and  is running out of $. Congress must fix Choice Program by Memorial Day so VETS can get the care they deserve. I will sign immediately!,05-03-2018 16:49:29
Today it was my great honor to celebrate the #NationalDayOfPrayer at the @WhiteHouse in the Rose Garden! Proclamation: https://t.co/4jAxJnBJoq https://t.co/AsWTfpu290,05-03-2018 16:27:05
...despite already having signed a detailed letter admitting that there was no affair. Prior to its violation by Ms. Clifford and her attorney this was a private agreement. Money from the campaign or campaign contributions played no roll in this transaction.,05-03-2018 11:00:14
...very common among celebrities and people of wealth. In this case it is in full force and effect and will be used in Arbitration for damages against Ms. Clifford (Daniels). The agreement was used to stop the false and extortionist accusations made by her about an affair......,05-03-2018 10:54:38
Mr. Cohen an attorney received a monthly retainer not from the campaign and having nothing to do with the campaign from which he entered into through reimbursement a private contract between two parties known as a non-disclosure agreement or NDA. These agreements are.....,05-03-2018 10:46:09
Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!,05-03-2018 03:45:24
Ainsley Earnhardt a truly great person just wrote a wonderful book “The Light Within Me” which is doing really well. She is very special and so is her new book...bring it to number one!,05-03-2018 03:37:02
As everybody is aware the past Administration has long been asking for three hostages to be released from a North Korean Labor camp but to no avail. Stay tuned!,05-03-2018 00:53:30
“This isn’t some game. You are screwing with the work of the president of the United States.”  John Dowd March 2018.  With North Korea China the Middle East and so much more there is not much time to be thinking about this especially since there was no Russian “Collusion.”,05-02-2018 22:40:23
I have been briefed on the U.S. C-130 “Hercules” cargo plane from the Puerto Rico National Guard that crashed near Savannah Hilton Head International Airport. Please join me in thoughts and prayers for the victims their families and the great men and women of the National Guard.,05-02-2018 20:27:47
Congratulations @SecPompeo! https://t.co/ECrMGkXMQF,05-02-2018 18:16:56
A Rigged System - They don’t want to turn over Documents to Congress. What are they afraid of? Why so much redacting? Why such unequal “justice?” At some point I will have no choice but to use the powers granted to the Presidency and get involved!,05-02-2018 14:45:54
NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!,05-02-2018 13:33:41
“The questions are an intrusion into the President’s Article 2  powers under the Constitution to fire any Executive Branch Employee...what the President was thinking is an outrageous.....as to the President’s unfettered power to fire anyone...” Joe Digenova former US Attorney,05-02-2018 13:23:17
There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup  and  trap). What there is is Negotiations going on with North Korea over Nuclear War Negotiations going on with China over Trade Deficits Negotiations on NAFTA and much more. Witch Hunt!,05-02-2018 11:45:08
Today it was my great honor to thank and welcome heroic crew members and passengers of Southwest Airlines Flight 1380 at the @WhiteHouse! https://t.co/fYYgWToddi,05-01-2018 19:42:58
Congratulations @ArmyWP_Football! https://t.co/rmaLoZMWtK,05-01-2018 18:14:11
Today I had the great honor of awarding the Commander-in-Chief’s Trophy for the first time in 21 years to the @ArmyWP_Football Black Knights at the @WhiteHouse. Congratulations!https://t.co/KRQXR3xEES,05-01-2018 16:57:13
Yesterday it was my great honor to welcome President @MBuhari of the Federal Republic of Nigeria to the @WhiteHouse!🇺🇸🇳🇬 https://t.co/ApOC3CUSjV,05-01-2018 15:23:44
It would seem very hard to obstruct justice for a crime that never happened! Witch Hunt!,05-01-2018 11:34:13
Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea this should have been fixed years ago not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!,05-01-2018 11:00:00
So disgraceful that the questions concerning the Russian Witch Hunt were “leaked” to the media. No questions on Collusion. Oh I see...you have a made up phony crime Collusion that never existed and an investigation begun with illegally leaked classified information. Nice!,05-01-2018 10:47:30
The White House is running very smoothly despite phony Witch Hunts etc. There is great Energy and unending Stamina both necessary to get things done. We are accomplishing the unthinkable and setting positive records while doing so! Fake News is going “bonkers!”,04-30-2018 23:02:13
The Fake News is going crazy making up false stories and using only unnamed sources (who don’t exist). They are totally unhinged and the great success of this Administration is making them do and say things that even they can’t believe they are saying. Truly bad people!,04-30-2018 22:49:55
During Small Business Week we celebrate the great hard-working entrepreneurs across our country who have started and operate a small business!,04-30-2018 22:39:34
The migrant ‘caravan’ that is openly defying our border shows how weak  and  ineffective U.S. immigration laws are. Yet Democrats like Jon Tester continue to support the open borders agenda – Tester even voted to protect Sanctuary Cities. We need lawmakers who will put America First.,04-30-2018 22:38:35
I recently had a terrific meeting with a bipartisan group of freshman lawmakers who feel very strongly in favor of Congressional term limits. I gave them my full support and endorsement for their efforts. #DrainTheSwamp,04-30-2018 18:54:28
Numerous countries are being considered for the MEETING but would Peace House/Freedom House on the Border of North  and  South Korea be a more Representative Important and Lasting site than a third party country? Just asking!,04-30-2018 12:19:33
The White House Correspondents’ Dinner is DEAD as we know it. This was a total disaster and an embarrassment to our great Country and all that it stands for. FAKE NEWS is alive and well and beautifully represented on Saturday night!,04-30-2018 12:10:58
Headline: “Kim Prepared to Cede Nuclear Weapons if U.S. Pledges Not to Invade” - from the Failing New York Times. Also will shut down Nuclear Test Site in May.,04-30-2018 02:59:23
The White House Correspondents’ Dinner was a failure last year but this year was an embarrassment to everyone associated with it. The filthy “comedian” totally bombed (couldn’t even deliver her lines-much like the Seth Meyers weak performance). Put Dinner to rest or start over!,04-30-2018 02:38:00
“Trump’s Triumphs are driving his critics Crazy!” Thank you Steve Hilton @NextRevFNC just want to do what is right for our wonderful U.S.A.,04-30-2018 01:29:09
Just got recent Poll - much higher than President O at same time....Well much more has been accomplished!,04-29-2018 11:54:02
While Washington Michigan was a big success Washington D.C. just didn’t work. Everyone is talking about the fact that the White House Correspondents Dinner was a very big boring bust...the so-called comedian really “bombed.” @greggutfeld should host next year! @PeteHegseth,04-29-2018 11:45:40
Great evening last night in Washington Michigan. The enthusiasm knowledge and love in that room was unreal. To the many thousands of people who couldn’t get in I cherish you....and will be back!,04-29-2018 11:21:32
Join me LIVE in Washington Michigan at 7:00pmE on @FoxNews! #MAGA,04-28-2018 22:45:49
Secret Service has just informed me that Senator Jon Tester’s statements on Admiral Jackson are not true. There were no such findings. A horrible thing that we in D.C. must live with just like phony Russian Collusion. Tester should lose race in Montana. Very dishonest and sick!,04-28-2018 19:11:51
Look forward to being in the Great State of Michigan tonight. Major business expansion and jobs pouring into your State. Auto companies expanding at record pace. Big crowd tonight will be live on T.V.,04-28-2018 13:54:16
Just had a long and very good talk with President Moon of South Korea. Things are going very well time and location of meeting with North Korea is being set. Also spoke to Prime Minister Abe of Japan to inform him of the ongoing negotiations.,04-28-2018 13:45:20
“Clapper lied about (fraudulent) Dossier leaks to CNN” @foxandfriends FoxNews  He is a lying machine who now works for Fake News CNN.,04-28-2018 12:58:18
....great people of Montana will not stand for this kind of slander when talking of a great human being. Admiral Jackson is the kind of man that those in Montana would most respect and admire and now for no reason whatsoever his reputation has been shattered. Not fair Tester!,04-28-2018 12:15:49
Allegations made by Senator Jon Tester against Admiral/Doctor Ron Jackson are proving false. The Secret Service is unable to confirm (in fact they deny) any of the phony Democrat charges which have absolutely devastated the wonderful Jackson family. Tester should resign. The.....,04-28-2018 12:07:16
House Intelligence Committee rules that there was NO COLLUSION between the Trump Campaign and Russia. As I have been saying all along it is all a big Hoax by the Democrats based on payments and lies. There should never have been a Special Counsel appointed. Witch Hunt!,04-28-2018 02:04:31
House Intelligence Committee rules that there was NO COLLUSION between the Trump Campaign and Russia. As I have been saying all along it is all a big Hoax by the Democrats based on payments and lies. There should never have been a Special Councel appointed. Witch Hunt!,04-28-2018 01:19:53
RT @WhiteHouse: "So today on behalf of the United States I want to thank every Olympian and Paralympian... To every member of @TeamUSA I…,04-27-2018 20:05:03
I urge all Americans to participate in #takebackday tomorrow! Let’s come together and BEAT last October’s record of disposed prescription pills! Visit https://t.co/QCG7bHvvxd to learn more on how to participate Saturday and every day. https://t.co/W00YxL1RwK,04-27-2018 19:23:23
RT @WhiteHouse: "Today I am honored to welcome Chancellor Angela Merkel back to the White House... We are also pleased to have our newly co…,04-27-2018 19:22:02
Just Out: House Intelligence Committee Report released. “No evidence” that the Trump Campaign “colluded coordinated or conspired with Russia.” Clinton Campaign paid for Opposition Research obtained from Russia- Wow! A total Witch Hunt! MUST END NOW!,04-27-2018 14:14:58
Look forward to meeting with Chancellor Angela Merkel of Germany today. So much to discuss so little time! It will be good for both of our great countries!,04-27-2018 13:28:21
Kanye West has performed a great service to the Black Community - Big things are happening and eyes are being opened for the first time in Decades - Legacy Stuff! Thank you also to Chance and Dr. Darrell Scott they really get it (lowest Black  and  Hispanic unemployment in history).,04-27-2018 13:11:14
Please do not forget the great help that my good friend President Xi of China has given to the United States particularly at the Border of North Korea. Without him it would have been a much longer tougher process!,04-27-2018 11:50:02
So great to have Staff Sgt. Dan Nevins and the incredible WOUNDED WARRIORS with me in the White House yesterday. These are truly brave and special people! @foxandfriends,04-27-2018 11:23:27
KOREAN WAR TO END! The United States and all of its GREAT people should be very proud of what is now taking place in Korea!,04-27-2018 10:55:48
After a furious year of missile launches and Nuclear testing a historic meeting between North and South Korea is now taking place. Good things are happening but only time will tell!,04-27-2018 10:41:23
Is everybody believing what is going on. James Comey can’t define what a leak is. He illegally leaked CLASSIFIED INFORMATION but doesn’t understand what he did or how serious it is. He lied all over the place to cover it up. He’s either very sick or very dumb. Remember sailor!,04-27-2018 10:26:35
The U.S. has put together a STRONG bid w/ Canada  and  Mexico for the 2026 World Cup. It would be a shame if countries that we always support were to lobby against the U.S. bid. Why should we be supporting these countries when they don’t support us (including at the United Nations)?,04-26-2018 23:39:32
Loved being on @foxandfriends this morning. Great show!,04-26-2018 22:17:45
I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!,04-26-2018 01:41:03
MAGA! https://t.co/jFf5ONASlv,04-25-2018 21:18:51
Thank you Kanye very cool! https://t.co/vRIC87M21X,04-25-2018 19:33:07
RT @realDonaldTrump: Democrats are obstructing good (hopefully great) people wanting to give up a big portion of their life to work for our…,04-25-2018 19:02:39
Looking forward to my meeting with Tim Cook of Apple. We will be talking about many things including how the U.S. has been treated unfairly for many years by many countries on trade.,04-25-2018 14:11:57
.@FLOTUS did a spectacular job hosting the President of France @EmmanuelMacron and his wife Brigitte. Every detail was done to perfection. The State Dining Room never looked more beautiful and Washington is abuzz over what an incredible job Melania did.,04-25-2018 14:10:30
Busy day planned.  Looking forward to watching President Macron of France address a Joint Session of Congress today. This is a great honor and seldom allowed to be done...he will be GREAT!,04-25-2018 13:29:16
Congratulations to Republican Debbie Lesko on her big win in the Special Election for Arizona House seat. Debbie will do a Great Job! Press is so silent.,04-25-2018 11:53:36
RT @realDonaldTrump: Our two great republics are linked together by the timeless bonds of history culture and destiny. We are people who…,04-24-2018 20:19:04
Our two great republics are linked together by the timeless bonds of history culture and destiny. We are people who cherish our values protect our civilization and recognize the image of God in every human soul. https://t.co/01c8iSGDB3,04-24-2018 20:18:39
Today @FLOTUS Melania and I were honored to welcome French President @EmmanuelMacron and Mrs. Brigitte Macron to the @WhiteHouse. We look forward to hosting them at tonight's State Dinner in their honor. https://t.co/wGJcWqSzyP,04-24-2018 19:18:25
.@JimRenacci has worked so hard on Tax Reductions Illegal Immigration the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic Senator for the Great State of Ohio and has my full endorsement!,04-24-2018 19:06:57
.@JimRenacci has worked so hard on Tax Reductions Illegal Immigration the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic  Senator for the Great State of Ohio and has my full endorsement!,04-24-2018 19:05:40
“President Trump Calls the U.S.-France Relationship ‘Unbreakable.’ History Shows He’s Right.” https://t.co/L0gT4rvaJO,04-24-2018 18:41:09
Arizona please get out today and vote @DebbieLesko for Congress in #AZ08. Strong on Border Immigration and Crime. Great on the Military. Time is ticking down - get out and VOTE today. We need Debbie in Congress!,04-24-2018 18:02:04
Americans stand with you and all of Canada Prime Minister @JustinTrudeau. Our thoughts and prayers are with you all. #TorontoStrong https://t.co/Xo3Cn962z8,04-24-2018 17:56:10
Having great meetings and discussions with my friend President @EmmanuelMacron of France. We are in the midst of meetings on Iran Syria and Trade. We will be holding a joint press conference shortly here at the @WhiteHouse. 🇺🇸🇫🇷 https://t.co/ju1FXhgjaD,04-24-2018 16:43:34
RT @mike_pence: PROUD to support our friend @VoteMarsha for US Senate representing Tennessee. Marsha Blackburn is a rock-ribbed conservativ…,04-24-2018 10:42:47
Here’s a great stat - since January 2017 the number of people forced to use food stamps is down 1.9 million. The American people are finally back to work!,04-23-2018 20:08:34
Mexico whose laws on immigration are very tough must stop people from going through Mexico and into the U.S. We may make this a condition of the new NAFTA Agreement. Our Country cannot accept what is happening! Also we must get Wall funding fast.,04-23-2018 13:51:17
Despite the Democrat inspired laws on Sanctuary Cities and the Border being so bad and one sided I have instructed the Secretary of Homeland Security not to let these large Caravans of people into our Country. It is a disgrace. We are the only Country in the World so naive! WALL,04-23-2018 13:44:46
Hard to believe Obstructionists May vote against Mike Pompeo for Secretary of State. The Dems will not approve hundreds of good people including the Ambassador to Germany. They are maxing out the time on approval process for all never happened before. Need more Republicans!,04-23-2018 13:15:19
Thank you to the incredible Law Enforcement Officers from the Palm Beach County Sheriff’s Office. They keep us safe and are very cool about it! https://t.co/NlhxpPwmzT,04-22-2018 20:12:26
Kim Strassel of the WSJ just said after reviewing the dumb Comey Memos “you got to ask what was the purpose of the Special Counsel? There’s no there there.” Dan Henninger of the WSJ said Memos would show that this would be one of the weakest obstruction cases ever brought!,04-22-2018 20:04:10
Funny how all of the Pundits that couldn’t come close to making a deal on North Korea are now all over the place telling me how to make a deal!,04-22-2018 18:43:38
A complete Witch Hunt!,04-22-2018 17:23:41
“I can die happy now with Trump Job performance” stated Mary Matalin. “A great overall President stunning!” Thank you Mary.,04-22-2018 14:06:06
....We are a long way from conclusion on North Korea maybe things will work out and maybe they won’t - only time will tell....But the work I am doing now should have been done a long time ago!,04-22-2018 13:02:01
Sleepy Eyes Chuck Todd of Fake News NBC just stated that we have given up so much in our negotiations with North Korea and they have given up nothing. Wow we haven’t given up anything  and  they have agreed to denuclearization (so great for World) site closure  and  no more testing!,04-22-2018 12:50:22
“GOP Lawmakers asking Sessions to Investigate Comey and Hillary Clinton.” @FoxNews   Good luck with that request!,04-22-2018 12:22:37
“At least two Memos Comey shared with a friend contained Classified Information.”  Wall Street Journal,04-21-2018 22:30:45
RT @dmartosko: The same can be said of the "collusion" stuff. https://t.co/xMCVuH3OTs,04-21-2018 22:27:59
The Washington Post said I refer to Jeff Sessions as “Mr. Magoo” and Rod Rosenstein as “Mr. Peepers.” This is “according to people with whom the president has spoken.” There are no such people and don’t know these characters...just more Fake  and  Disgusting News to create ill will!,04-21-2018 20:13:08
James Comey’s Memos are Classified I did not Declassify them. They belong to our Government! Therefore he broke the law! Additionally he totally made up many of the things he said I said and he is already a proven liar and leaker. Where are Memos on Clinton Lynch  and  others?,04-21-2018 19:24:21
Sylvester Stallone called me with the story of heavyweight boxing champion Jack Johnson. His trials and tribulations were great his life complex and controversial. Others have looked at this over the years most thought it would be done but yes I am considering a Full Pardon!,04-21-2018 19:02:05
So funny the Democrats have sued the Republicans for Winning. Now he R’s counter and force them to turn over a treasure trove of material including Servers and Emails!,04-21-2018 18:52:28
Heading to the Southern White House to watch the Funeral Service of Barbara Bush. First Lady Melania has arrived in Houston to pay our respects. Will be a beautiful day!,04-21-2018 15:47:48
Today my thoughts and prayers are with the entire Bush family. In memory of First Lady Barbara Bush there is a remembrance display located at her portrait in the Center Hall of the @WhiteHouse. https://t.co/AuJ3RLZyax,04-21-2018 15:45:24
Fantastic crowd and great people yesterday in Key West Florida. Thank you! https://t.co/HqOUFgmbQS,04-21-2018 15:44:55
Join me in Washington Michigan on Saturday April 28 2018 at 7:00pm! #MAGA Tickets: https://t.co/DISosdqBuu https://t.co/gHdTgHw5FU,04-21-2018 13:18:58
....non-existent “sources” and a drunk/drugged up loser who hates Michael a fine person with a wonderful family. Michael is a businessman for his own account/lawyer who I have always liked  and  respected. Most people will flip if the Government lets them out of trouble even if....,04-21-2018 13:10:01
....it means lying or making up stories. Sorry I don’t see Michael doing that despite the horrible Witch Hunt and the dishonest media!,04-21-2018 13:10:01
The New York Times and a third rate reporter named Maggie Haberman known as a Crooked H flunkie who I don’t speak to and have nothing to do with are going out of their way to destroy Michael Cohen and his relationship with me in the hope that he will “flip.” They use....,04-21-2018 13:10:00
The New York Times and a third rate reporter named Maggie Habberman known as a Crooked H flunkie who I don’t speak to and have nothing to do with are going out of their way to destroy Michael Cohen and his relationship with me in the hope that he will “flip.” They use....,04-21-2018 12:17:22
....non-existent “sources” and a drunk/drugged up loser who hates Michael a fine person with a wonderful family. Michael is a businessman for his own account/lawyer who I have always liked  and  respected. Most people will flip if the Government lets them out of trouble even if....,04-21-2018 12:17:22
....it means lying or making up stories. Sorry I don’t see Michael doing that despite the horrible Witch Hunt and the dishonest media!,04-21-2018 12:17:22
A message from Kim Jong Un: “North Korea will stop nuclear tests and launches of intercontinental ballistic missiles.”Also will “Shut down a nuclear test site in the country’s Northern Side to prove the vow to suspend nuclear tests.” Progress being made for all!,04-21-2018 03:22:51
James Comey illegally leaked classified documents to the press in order to generate a Special Council? Therefore the Special Council was established based on an illegal act? Really does everybody know what that means?,04-21-2018 03:13:07
Just heard the Campaign was sued by the Obstructionist Democrats. This can be good news in that we will now counter for the DNC Server that they refused to give to the FBI the Debbie Wasserman Schultz Servers and Documents held by the Pakistani mystery man and Clinton Emails.,04-20-2018 23:19:51
North Korea has agreed to suspend all Nuclear Tests and close up a major test site. This is very good news for North Korea and the World - big progress! Look forward to our Summit.,04-20-2018 22:50:34
Just heard the Campaign was sued by the Obstructionist Democrats. This can be good news in that we will now counter for the DNC Server that they refused to give to the FBI the Wendy Wasserman Schultz Servers and Documents held by the Pakistani mystery man and Clinton Emails.,04-20-2018 22:34:26
Can you believe that despite 93% bad stories from the Fake News Media (should be getting good stories) today we had just about our highest Poll Numbers including those on Election Day? The American public is wise to the phony an dishonest press. Make America Great Again!,04-20-2018 20:25:13
Looks like OPEC is at it again. With record amounts of Oil all over the place including the fully loaded ships at sea Oil prices are artificially Very High! No good and will not be accepted!,04-20-2018 10:57:12
Nancy Pelosi is going absolutely crazy about the big Tax Cuts given to the American People by the Republicans...got not one Democrat Vote! Here’s a choice. They want to end them and raise your taxes substantially. Republicans are working on making them permanent and more cuts!,04-20-2018 10:50:38
So exciting! I have agreed to be the Commencement Speaker at our GREAT Naval Academy on May 25th in Annapolis Maryland. Looking forward to being there.,04-20-2018 10:43:17
So General Michael Flynn’s life can be totally destroyed while Shadey James Comey can Leak and Lie and make lots of money from a third rate book (that should never have been written). Is that really the way life in America is supposed to work? I don’t think so!,04-20-2018 10:34:16
James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION. Also he leaked classified information. WOW! Will the Witch Hunt continue?,04-20-2018 03:37:26
James Comey just threw Andrew McCabe “under the bus.” Inspector General’s Report on McCabe is a disaster for both of them! Getting a little (lot) of their own medicine?,04-19-2018 22:46:06
Sanctuary Cities released at least 142 Gang Members across the United States making it easy for them to commit all forms of violent crimes where none would have existed. We are doing a great job of law enforcement but things such as this make safety in America difficult!,04-19-2018 22:30:36
My thoughts prayers and condolences are with the families friends and colleagues of the two @GCSOFlorida deputies (HEROES) who lost their lives in the line of duty today.,04-19-2018 22:30:25
Mike Pompeo is outstanding. First in his class at West Point. A top student at Harvard Law School. A success at whatever he has done. We need the Senate to approve Mike ASAP. He will be a great Secretary of State!,04-19-2018 20:31:56
...Hopefully the Senate will not leave Washington until our Ambassadors Judges and the people who make Washington work are approved. The Democrats are Obstructing the process and we need these people approved for the good of our Country!,04-19-2018 20:27:01
Democrats are obstructing good (hopefully great) people wanting to give up a big portion of their life to work for our Government hence the American People. They are “slow walking” all of my nominations - hundreds of people. At this rate it would take 9 years for all approvals!,04-19-2018 20:21:16
.@MarshaBlackburn is a wonderful woman who has always been there when we have needed her. Great on the Military Border Security and Crime. Loves and works hard for the people of Tennessee. She has my full endorsement and I will be there to campaign with her!,04-19-2018 18:40:12
THANK YOU #JIATFSouth @Norad_Northcom @southcomwatch and @DHSgov. Keep up the GREAT work! https://t.co/3v2uG6Jp1T,04-19-2018 18:33:24
Just arrived @NASKeyWest! Heading to a briefing with the Joint Interagency Task Force South NORTHCOM and SOUTHCOM. https://t.co/r906IXnBcG,04-19-2018 16:23:52
Governor Jerry Brown announced he will deploy “up to 400 National Guard Troops” to do nothing. The crime rate in California is high enough and the Federal Government will not be paying for Governor Brown’s charade. We need border security and action not words!,04-19-2018 15:48:38
Thank you San Diego County for defending the rule of law and supporting our lawsuit against California's illegal and unconstitutional 'Sanctuary' policies. California's dangerous policies release violent criminals back into our communities putting all Americans at risk.,04-19-2018 15:23:22
Great meeting with Prime Minister Abe of Japan who has just left Florida. Talked in depth about North Korea Military and Trade. Good things will happen!,04-19-2018 14:45:14
It was my great honor to host my friend @JPN_PMO @AbeShinzo and his delegation at Mar-a-Lago for the past two days. Lots accomplished thank you! #Success🇺🇸🇯🇵 https://t.co/2NnItfwfBl,04-19-2018 02:58:21
RT @StateDept: .@POTUS Trump thanks Prime Minister @AbeShinzo for his support discusses U.S.-Japan cooperation on #NorthKorea defense an…,04-19-2018 02:12:13
Great working luncheon with U.S. and Japanese Delegations this afternoon! https://t.co/ywU2CEih8b,04-18-2018 21:32:53
Prime Minister @AbeShinzo of Japan and myself this morning building an even deeper and better relationship while playing a quick round of golf at Trump International Golf Club. https://t.co/YqU7pHiFoU,04-18-2018 21:00:12
Best wishes to Prime Minister @Netanyahu and all of the people of Israel on the 70th Anniversary of your Great Independence. We have no better friends anywhere. Looking forward to moving our Embassy to Jerusalem next month!,04-18-2018 16:30:39
Slippery James Comey the worst FBI Director in history was not fired because of the phony Russia investigation where by the way there was NO COLLUSION (except by the Dems)!,04-18-2018 12:05:42
Mike Pompeo met with Kim Jong Un in North Korea last week. Meeting went very smoothly and a good relationship was formed. Details of Summit are being worked out now. Denuclearization will be a great thing for World but also for North Korea!,04-18-2018 10:42:23
A sketch years later about a nonexistent man. A total con job playing the Fake News Media for Fools (but they know it)! https://t.co/9Is7mHBFda,04-18-2018 10:08:50
There is a Revolution going on in California. Soooo many Sanctuary areas want OUT of this ridiculous crime infested  and  breeding concept. Jerry Brown is trying to back out of the National Guard at the Border but the people of the State are not happy. Want Security  and  Safety NOW!,04-18-2018 09:59:07
RT @AbeShinzo: フロリダに到着し、早速トランプ大統領との首脳会談に臨みました。今日は、大半を北朝鮮問題に費やし、非常に重要な点で認識を一致させることができました。「日本のために最善となるようベストを尽くす」トランプ大統領は、来る米朝首脳会談で拉致問題を取り上げ…,04-18-2018 09:45:37
RT @IvankaTrump: This year’s #TaxDay is the last time you’ll have to file your taxes through an outdated broken system. #BYE-BYE https://t…,04-18-2018 09:43:27
RT @realDonaldTrump: States and Cities throughout our Country are being cheated and treated so badly by online retailers. Very unfair to tr…,04-18-2018 09:42:39
RT @realDonaldTrump: Today’s Court decision means that Congress must close loopholes that block the removal of dangerous criminal aliens i…,04-18-2018 09:42:22
RT @realDonaldTrump: ....Congress – House and Senate must quickly pass a legislative fix to ensure violent criminal aliens can be removed f…,04-18-2018 09:42:17
While Japan and South Korea would like us to go back into TPP I don’t like the deal for the United States. Too many contingencies and no way to get out if it doesn’t work. Bilateral deals are far more efficient profitable and better for OUR workers. Look how bad WTO is to U.S.,04-18-2018 02:49:28
Pastor Andrew Brunson a fine gentleman and Christian leader in the United States is on trial and being persecuted in Turkey for no reason. They call him a Spy but I am more a Spy than he is. Hopefully he will be allowed to come home to his beautiful family where he belongs!,04-18-2018 02:32:04
It is my great honor to host @JPN_PMO @AbeShinzo! https://t.co/QxMpCGRycF,04-18-2018 02:26:57
.@FLOTUS Melania and I join the Nation in celebrating the life of Barbara Bush: https://t.co/4OW72iddQx,04-18-2018 02:23:58
.@FLOTUS Melania and I join the Nation in celebrating the life of Barbara Bush: https://t.co/4NzyjxqAFM,04-18-2018 00:05:55
States and Cities throughout our Country are being cheated and treated so badly by online retailers. Very unfair to traditional tax paying stores!,04-17-2018 22:59:20
RT @IvankaTrump: Great to be with Secretary Mnuchin  and  former Governor Sununu in Derry NH on #TaxDay to highlight the tremendous benefits o…,04-17-2018 21:55:25
RT @FoxBusiness: WATCH LIVE: @IvankaTrump and @stevenmnuchin1 host tax event on Tax Day in New Hampshire. (Courtesy: WBZ) https://t.co/C3zr…,04-17-2018 21:55:04
Today’s Court decision means that Congress must close loopholes that block the removal of dangerous criminal aliens including aggravated felons. This is a public safety crisis that can only be fixed by....,04-17-2018 21:34:23
....Congress – House and Senate must quickly pass a legislative fix to ensure violent criminal aliens can be removed from our society. Keep America Safe!,04-17-2018 21:34:23
Welcome Prime Minister Abe! https://t.co/538EYyfWDq,04-17-2018 20:45:36
Rasmussen just came out at 51% Approval despite the Fake News Media. They were one of the three most accurate on Election Day. Just about the most inaccurate were CNN and ABC News/Washington Post and they haven’t changed (get new pollsters). Much of the media is a Scam!,04-17-2018 17:59:39
Getting ready to meet Prime Minister Abe of Japan a truly fine gentleman!,04-17-2018 17:51:52
RT @NFIB: Our Optimism Index reached its 16th consecutive month in the top 5% of 45 years of survey readings – and it was the 1st time in 3…,04-17-2018 17:26:54
RT @VP: Thanks to the historic TRUMP TAX CUTS today marks the last time the American people will file taxes under a complicated  and  outdated…,04-17-2018 17:26:02
RT @RepKevinBrady: Starting next year you will be able to file under the new tax law which means MORE money in your pocket – all without…,04-17-2018 17:25:26
RT @WhiteHouse: Syrian President Bashar al-Assad’s April 7 attack on innocent civilians violated international law the Chemical Weapons Co…,04-17-2018 17:25:05
RT @WhiteHouse: Out with the old in with the new: tax cuts and reforms that look out for hardworking taxpayers ⬇️https://t.co/eEHFWkG8xm,04-17-2018 17:24:46
RT @WhiteHouse: President Trump's tax cuts will generate greater economic opportunities for all. https://t.co/kcTsLNN1Uu,04-17-2018 16:46:34
Looks like Jerry Brown and California are not looking for safety and security along their very porous Border. He cannot come to terms for the National Guard to patrol and protect the Border. The high crime rate will only get higher. Much wanted Wall in San Diego already started!,04-17-2018 12:24:36
So many people are seeing the benefits of the Tax Cut Bill. Everyone is talking really nice to see!,04-17-2018 12:24:36
I am in Florida and looking forward to my meeting with Prime Minister Abe of Japan. Working on Trade and Military Security.,04-17-2018 12:24:35
Employment is up Taxes are DOWN. Enjoy!,04-17-2018 12:24:34
